"Long","n"
-109.267599,1
-109.2675,1
-109.2666,1
-109.265833,1
-109.265586,1
-109.264483,1
-109.263,1
-109.262362,1
-109.262271,1
-109.26114,2
-109.25918,1
-109.259097,1
-109.259025,1
-109.2589838,1
-109.258983,3
-109.257918,1
-109.255583,1
-109.255517,1
-109.254494,1
-109.252027,1
-109.2499,1
-109.244444,1
-109.243246,1
-109.241528,1
-109.2316,1
-109.222778,1
-109.220627,1
-109.216667,1
-109.216111,3
-109.215252,6
-109.214444,2
-109.2139,1
-109.213026,1
-109.2097951,1
-109.207429,1
-109.207404,1
-109.207338,1
-109.20375,1
-109.1946,1
-109.193588,2
-109.192873,1
-109.183883,1
-109.1778,1
-109.1756,1
-109.17242,1
-109.1718627,1
-109.1701,2
-109.169667,1
-109.1685,1
-109.167944,1
-109.165742,1
-109.1635634,1
-109.16245,2
-109.162412,1
-109.151681,1
-109.1423,1
-109.1412425,1
-109.12842,1
-109.120929,1
-109.1201197,1
-109.116876,1
-109.1147812,1
-109.1027,1
-109.1015246,1
-109.1,3
-109.096867,1
-109.09685,1
-109.087933,1
-109.08584,1
-109.0843,1
-109.082861,1
-109.0793567,1
-109.075949,1
-109.075894,1
-109.070058,1
-109.061522,1
-109.057308,1
-109.0568713,1
-109.0553976,1
-109.0536975,1
-109.053283,1
-109.053083,1
-109.051465,1
-109.049883,1
-109.04283,1
-109.04266,1
-109.0359,1
-109.0354191,1
-109.0351485,1
-109.034927,1
-109.030543,1
-109.020896,1
-109.012836,2
-109.00524,1
-109.00388,1
-109.00043,1
-109.000186,1
-109.0001,1
-108.9989907,1
-108.996389,1
-108.99522,1
-108.977713,1
-108.973625,3
-108.972083,1
-108.971379,1
-108.970167,1
-108.9679,1
-108.964167,1
-108.9569617,1
-108.937834,1
-108.933412,1
-108.928633,1
-108.924818,1
-108.92316,1
-108.92,1
-108.9186,1
-108.917628,1
-108.917222,1
-108.91712,1
-108.917118,1
-108.916533,1
-108.9091667,1
-108.907,1
-108.906254,2
-108.903358,1
-108.897278,1
-108.89725,1
-108.89507,2
-108.8946638,1
-108.892722,1
-108.8915184,1
-108.8912,1
-108.888611,1
-108.8863,1
-108.8858,1
-108.884199,1
-108.882533,1
-108.882327,1
-108.8789,1
-108.8740916,1
-108.8722087,1
-108.866667,1
-108.866389,1
-108.8658096,1
-108.864722,1
-108.8569852,1
-108.851772,2
-108.845304,1
-108.8441,1
-108.8383801,1
-108.83767,1
-108.834444,1
-108.8255556,1
-108.812503,1
-108.80259,1
-108.802367,1
-108.7994444,1
-108.796861,1
-108.7966667,1
-108.795222,1
-108.795,1
-108.791639,1
-108.784354,1
-108.7813662,1
-108.77955,1
-108.77927,1
-108.77892,1
-108.77889,1
-108.77847,1
-108.775556,1
-108.775517,1
-108.774258,2
-108.7717,1
-108.770739,1
-108.768917,1
-108.768889,1
-108.7647,1
-108.763436,1
-108.758889,1
-108.75189,1
-108.75165,1
-108.750901,1
-108.750729,1
-108.750139,1
-108.749433,1
-108.748889,1
-108.7474378,1
-108.747437,1
-108.740788,1
-108.736028,1
-108.732167,1
-108.730329,1
-108.730303,1
-108.728048,1
-108.7274,1
-108.726528,1
-108.725813,1
-108.723751,1
-108.7207,2
-108.719583,1
-108.713633,1
-108.712871,1
-108.71194,1
-108.709711,1
-108.709669,2
-108.709618,1
-108.70947,1
-108.700447,1
-108.692231,1
-108.688658,1
-108.684444,1
-108.6835,1
-108.680091,1
-108.67681,1
-108.672952,1
-108.669481,1
-108.669143,1
-108.669109,1
-108.666438,1
-108.666357,1
-108.6621,1
-108.661435,1
-108.659364,4
-108.6584396,1
-108.654688,1
-108.65281,1
-108.649167,1
-108.6483347,1
-108.644409,1
-108.643983,1
-108.642969,1
-108.641317,1
-108.6406,1
-108.6404,1
-108.639084,2
-108.636389,1
-108.6349,2
-108.634306,1
-108.633972,1
-108.62215,1
-108.611433,1
-108.6069457,1
-108.59834,1
-108.597559,1
-108.5902595,1
-108.59,1
-108.58036,1
-108.569818,1
-108.56825,1
-108.568127,4
-108.564722,1
-108.564201,1
-108.55977,1
-108.5594108,1
-108.559056,2
-108.558431,3
-108.558338,2
-108.54611,1
-108.5431,1
-108.541272,1
-108.537701,1
-108.5362167,1
-108.535704,1
-108.530983,1
-108.52834,1
-108.525395,1
-108.521723,1
-108.521672,1
-108.5193,1
-108.518625,1
-108.518422,1
-108.517568,1
-108.509864,1
-108.50447,1
-108.502778,1
-108.50061,1
-108.500607,1
-108.50001,1
-108.4997259,1
-108.499522,1
-108.498854,1
-108.4983,2
-108.497673,1
-108.4942,1
-108.49243,1
-108.481542,1
-108.4775,1
-108.4774,1
-108.4768,1
-108.4766215,2
-108.47339,1
-108.464,1
-108.4633,1
-108.4578642,1
-108.4570772,1
-108.456667,1
-108.456569,1
-108.453819,1
-108.451167,1
-108.449233,1
-108.444281,1
-108.440469,1
-108.440451,1
-108.439831,1
-108.439113,1
-108.437222,1
-108.437073,1
-108.4368,1
-108.4365735,1
-108.432287,1
-108.430149,1
-108.429367,1
-108.428996,1
-108.428171,1
-108.427778,1
-108.427206,1
-108.4268013,1
-108.41616,1
-108.413145,1
-108.412623,1
-108.411,1
-108.40637,1
-108.4059,1
-108.402667,1
-108.39497,1
-108.393839,1
-108.393279,1
-108.3932611,1
-108.390778,1
-108.3897222,1
-108.387778,1
-108.3692399,1
-108.362983,1
-108.362778,1
-108.3622,1
-108.353123,1
-108.3530325,1
-108.3527742,1
-108.35236,1
-108.349,1
-108.348889,1
-108.3464689,1
-108.346098,1
-108.3439056,1
-108.3415314,1
-108.341335,1
-108.341191,1
-108.338611,1
-108.3326328,1
-108.332427,1
-108.332308,2
-108.331546,1
-108.3313468,3
-108.326454,1
-108.326217,1
-108.324972,1
-108.315716,1
-108.3118,1
-108.311424,1
-108.311337,1
-108.31114,1
-108.310968,1
-108.3106,1
-108.31055,1
-108.30978,1
-108.30861,1
-108.308396,1
-108.307222,1
-108.30496,1
-108.30467,1
-108.3020377,1
-108.300981,1
-108.3,1
-108.29795,1
-108.2955098,1
-108.2937,1
-108.293135,1
-108.291872,1
-108.289708,1
-108.277871,1
-108.2644,1
-108.2636111,1
-108.263389,1
-108.262224,1
-108.25765,1
-108.2484383,1
-108.248402,1
-108.2481464,1
-108.247291,1
-108.240333,1
-108.237917,2
-108.23458,1
-108.22813,1
-108.227099,1
-108.226633,1
-108.2264,1
-108.225,1
-108.215543,1
-108.2066235,1
-108.205869,1
-108.196263,1
-108.195932,1
-108.195012,1
-108.1897349,1
-108.18745,1
-108.184492,1
-108.182646,1
-108.182315,2
-108.1745,1
-108.16927,1
-108.166913,1
-108.166214,1
-108.165067,1
-108.16412,1
-108.16354,1
-108.163022,1
-108.162949,1
-108.161,1
-108.157778,1
-108.155991,1
-108.15167,1
-108.14855,1
-108.146734,1
-108.143769,1
-108.143613,1
-108.143611,1
-108.142833,1
-108.14281,1
-108.14188,1
-108.141658,1
-108.14121,1
-108.139314,1
-108.123151,1
-108.122272,1
-108.120131,1
-108.1141,1
-108.113889,1
-108.1110195,1
-108.101808,1
-108.10133,1
-108.1013299,1
-108.1011995,5
-108.09938,1
-108.0857,1
-108.080159,2
-108.079915,1
-108.078614,1
-108.073411,1
-108.065,1
-108.061625,1
-108.059111,2
-108.052994,1
-108.043598,1
-108.042598,1
-108.039818,1
-108.03851,1
-108.037813,1
-108.03234,1
-108.032037,1
-108.030833,1
-108.016802,1
-108.015,1
-108.0147,1
-108.014193,1
-108.011967,1
-108.0085,1
-108.007778,1
-108,1
-107.9746708,1
-107.9744317,1
-107.960556,1
-107.9437254,1
-107.92209,1
-107.92203,2
-107.921667,1
-107.915787,1
-107.912752,1
-107.901081,1
-107.877718,1
-107.8743,1
-107.849111,3
-107.8340244,1
-107.831944,1
-107.812782,1
-107.798408,1
-107.792083,1
-107.7654048,1
-107.760833,1
-107.746173,1
-107.711804,1
-107.7034157,1
-107.693166,1
-107.6694,1
-107.669297,1
-107.664055,1
-107.6629297,1
-107.662866,1
-107.646744,1
-107.642083,1
-107.631841,1
-107.627277,1
-107.624553,1
-107.622195,1
-107.61449,1
-107.587214,1
-107.57146,1
-107.57025,1
-107.567316,1
-107.55578,1
-107.5542,1
-107.5441,1
-107.516987,2
-107.513283,1
-107.431642,1
-107.423599,2
-107.399915,2
-107.3904612,2
-107.3704844,1
-107.355684,1
-107.303718,1
-107.301722,1
-107.26,1
-107.2054911,1
-107.1906325,1
-107.1349,2
-107.125968,1
-107.10551,1
-107.10491,1
-107.10453,1
-107.0733,1
-107.062105,1
-107.0606,1
-107.04801,1
-106.9988,1
-106.90769,1
-106.880933,1
-106.824179,1
-106.809326,1
-106.8033,1
-106.782694,1
-106.706045,1
-106.705796,1
-106.7,1
-106.696509,1
-106.6881,1
-106.668889,1
-106.6586,1
-106.647139,2
-106.645861,1
-106.6181845,1
-106.617365,1
-106.59921,1
-106.5955,1
-106.54,1
-106.53563,1
-106.5102,1
-106.5,1
-106.468585,1
-106.438526,1
-106.434739,1
-106.3732,1
-106.315312,2
-106.313808,1
-106.300461,1
-106.2865267,1
-106.265699,1
-106.23962,2
-106.2379,2
-106.2331,1
-106.1975,1
-106.186351,1
-106.184797,1
-106.157466,1
-106.150933,1
-106.079904,1
-106.0512,1
-106.007052,1
-105.99722,1
-105.993333,1
-105.921731,1
-105.890556,1
-105.88271,1
-105.84,1
-105.8326681,1
-105.832327,1
-105.804033,1
-105.80161,1
-105.798083,1
-105.78906,1
-105.78097,1
-105.757246,1
-105.748401,1
-105.7481833,1
-105.747778,1
-105.73,1
-105.725,1
-105.6936959,1
-105.684568,1
-105.65907,1
-105.649167,1
-105.648394,1
-105.639195,1
-105.62857,1
-105.625556,1
-105.6149,1
-105.608391,1
-105.602048,2
-105.5977524,1
-105.595276,1
-105.5927839,1
-105.5889,1
-105.567703,1
-105.562732,1
-105.55827,1
-105.5186098,2
-105.518533,1
-105.473309,1
-105.4733,1
-105.463613,2
-105.45996,1
-105.44757,1
-105.436869,1
-105.431583,1
-105.4278,3
-105.413566,1
-105.4117703,1
-105.41177,1
-105.41019,1
-105.408379,1
-105.40515,2
-105.3911078,1
-105.3903,1
-105.369932,1
-105.335305,2
-105.334623,1
-105.326499,1
-105.313177,1
-105.3130897,7
-105.313089,1
-105.31171,1
-105.301781,1
-105.29359,1
-105.293493,1
-105.2904,1
-105.2490362,1
-105.2401,1
-105.23502,1
-105.23161,1
-105.206674,1
-105.195,1
-105.1866,1
-105.164202,3
-105.158558,1
-105.156467,1
-105.1404,1
-105.1388516,1
-105.133056,2
-105.109352,1
-105.094441,1
-105.0799243,1
-105.06902,1
-105.06559,1
-105.061455,1
-105.061297,1
-105.059601,1
-105.0592489,1
-105.0591393,1
-105.053427,1
-105.048927,1
-105.04492,1
-105.039767,1
-105.0311,1
-105.028347,1
-105.028204,1
-105.014335,1
-105.008072,1
-105.0079907,1
-104.99762,1
-104.9895255,1
-104.976266,1
-104.97402,1
-104.953531,1
-104.911585,1
-104.903904,1
-104.895581,1
-104.894556,1
-104.847534,1
-104.830806,1
-104.8115996,1
-104.808037,1
-104.80413,1
-104.796767,1
-104.786399,2
-104.77972,1
-104.773144,1
-104.757543,1
-104.756,1
-104.751631,1
-104.748333,1
-104.747317,1
-104.7465,1
-104.743056,1
-104.7425,1
-104.7322867,1
-104.725985,1
-104.721903,1
-104.71623,1
-104.71347,1
-104.712651,1
-104.71,1
-104.69016,1
-104.685,1
-104.6847,1
-104.660291,1
-104.657659,1
-104.64875,1
-104.644892,2
-104.644791,1
-104.629722,1
-104.5887731,1
-104.585278,1
-104.5835279,1
-104.58348,1
-104.583432,1
-104.5822822,1
-104.576011,1
-104.570011,1
-104.563997,1
-104.562513,1
-104.5613702,1
-104.55377,1
-104.553526,1
-104.5521,1
-104.5437973,1
-104.521453,1
-104.520801,1
-104.5195331,1
-104.5148182,1
-104.5145331,1
-104.502099,1
-104.4793226,1
-104.47093,1
-104.470872,1
-104.463606,2
-104.4564,1
-104.447461,1
-104.4385,1
-104.423611,1
-104.415,1
-104.41291,1
-104.409501,1
-104.40813,2
-104.4075,1
-104.40457,2
-104.400833,2
-104.395811,1
-104.3907384,1
-104.38574,2
-104.3845,1
-104.3775,1
-104.354767,1
-104.353879,1
-104.352423,1
-104.33562,1
-104.333163,1
-104.322306,1
-104.301566,1
-104.29201,1
-104.28644,1
-104.2855,1
-104.285466,1
-104.2822,1
-104.270278,1
-104.264678,1
-104.261061,1
-104.2423303,1
-104.23923,1
-104.2384,1
-104.22232,1
-104.220033,1
-104.21819,1
-104.21044,1
-104.208719,1
-104.2065,1
-104.190383,1
-104.1857866,1
-104.18483,1
-104.17573,1
-104.174163,1
-104.16825,1
-104.1658,1
-104.1656246,1
-104.161605,1
-104.156325,1
-104.1555,1
-104.155132,1
-104.133054,1
-104.1329,1
-104.125401,1
-104.115652,2
-104.113301,1
-104.0905,1
-104.083022,1
-104.077662,2
-104.045821,1
-104.04575,1
-104,1
-103.904444,1
-97.7976,1
-14.761,1
0,2637
111.1033,1
114.05964,1
NA,83
