"BatchID","n"
"R136785",1
"R136789",3
"R136853",1
"R136874",1
"R136925",2
"R136933",6
"R136952",2
"R136964",2
"R136979",6
"R136980",3
"R136992",3
"R137008",4
"R137012",1
"R137017",1
"R137119",2
"R137125",1
"R137129",6
"R137309",2
"R137331",6
"R137352",2
"R137364",6
"R137366",3
"R137398",3
"R137419",1
"R137420",1
"R137421",3
"R137470",1
"R137471",1
"R137500",1
"R137668",6
"R137697",2
"R137756",3
"R137785",1
"R137821",5
"R137873",7
"R137874",1
"R137911",1
"R138239",2
"R138253",7
"R138265",1
"R138266",2
"R138294",1
"R138358",5
"R138377",1
"R138394",1
"R138506",3
"R138539",2
"R138550",3
"R138565",1
"R138626",4
"R138648",2
"R138652",6
"R138668",4
"R138779",3
"R139848",6
"R139859",2
"R139869",1
"R139987",2
"R140268",6
"R140311",6
"R140315",3
"R140331",4
"R140342",6
"R140344",3
"R140408",5
"R140419",5
"R140432",2
"R140434",1
"R140443",2
"R140470",1
"R140480",1
"R140723",2
"R140724",1
"R141125",2
"R141133",3
"R141153",2
"R141165",2
"R141181",7
"R141198",3
"R141208",3
"R141223",2
"R141255",4
"R141256",1
"R141272",2
"R141276",1
"R141279",6
"R141386",1
"R141413",6
"R141449",2
"R141502",3
"R141515",1
"R141538",4
"R141580",2
"R141594",1
"R141595",1
"R141633",1
"R141901",6
"R141935",2
"R141997",1
"R142158",6
"R142167",2
"R142169",1
"R142553",3
"R142563",2
"R142564",2
"R142567",6
"R142586",5
"R142593",3
"R142615",4
"R142620",1
"R142622",1
"R142701",6
"R142718",2
"R142771",3
"R142808",6
"R142825",3
"R142826",5
"R142829",2
"R142833",1
"R142844",3
"R142845",1
"R142859",6
"R142887",2
"R142895",5
"R142899",3
"R142914",1
"R142915",8
"R142923",1
"R142931",2
"R142940",4
"R142942",1
"R142977",2
"R143070",3
"R143081",2
"R143106",3
"R143118",1
"R143157",6
"R143188",2
"R143191",3
"R143194",6
"R143214",2
"R143216",1
"R143239",8
"R143243",1
"R143248",14
"R143257",1
"R143261",3
"R143306",3
"R143309",1
"R143597",2
"R143654",12
"R143659",3
"R143680",5
"R143685",2
"R143730",2
"R143731",1
"R143881",1
"R143918",2
"R143957",1
"R143958",1
"R144150",12
"R144170",4
"R144195",3
"R144233",5
"R144246",2
"R144271",4
"R144274",1
"R144284",1
"R144348",4
"R144356",12
"R144370",2
"R144371",6
"R144375",12
"R144376",2
"R144382",6
"R144499",2
"R144522",6
"R144550",2
"R144591",7
"R144597",3
"R144607",2
"R144679",1
"R144700",9
"R144707",1
"R144724",1
"R144737",3
"R144764",1
"R144768",2
"R144778",3
"R144840",1
"R145139",12
"R145147",4
"R145172",2
"R145183",6
"R145188",1
"R145282",13
"R145294",9
"R145295",2
"R145344",1
"R145363",2
"R145386",6
"R145395",2
"R145659",1
"R145844",2
"R145866",6
"R145908",2
"R145932",6
"R145958",3
"R145988",2
"R146052",6
"R146111",4
"R146114",2
"R146116",1
"R146117",6
"R146125",1
"R146193",1
"R146292",6
"R146323",2
"R146341",3
"R146367",2
"R146381",5
"R146382",3
"R146394",3
"R146411",2
"R146475",4
"R146527",2
"R146592",3
"R146782",3
"R146785",6
"R146790",1
"R146803",2
"R146804",2
"R146822",2
"R146837",1
"R146869",4
"R146878",6
"R146959",2
"R146964",3
"R146982",2
"R147007",3
"R147009",3
"R147010",6
"R147069",1
"R147116",2
"R147149",6
"R147156",5
"R147158",1
"R147192",3
"R147205",1
"R147228",1
"R147294",1
"R147368",2
"R147424",6
"R147453",2
"R147456",3
"R147518",4
"R147540",1
"R147543",2
"R147545",8
"R147640",4
"R147648",12
"R147737",2
"R147775",1
"R147792",12
"R147814",4
"R147844",2
"R147918",2
"R148013",3
"R148036",2
"R148050",3
"R148069",1
"R148102",3
"R148128",6
"R148149",2
"R148185",3
"R148200",8
"R148207",1
"R148243",1
"R148248",1
"R148251",2
"R148256",6
"R148262",6
"R148275",2
"R148287",1
"R148323",1
"R148347",1
"R149112",1
"R149637",6
"R149665",2
"R149720",9
"R149744",6
"R149745",4
"R149747",1
"R149766",2
"R149767",1
"R149810",6
"R149835",1
"R149852",6
"R149918",1
"R149943",4
"R149944",1
"R150005",1
"R150069",6
"R150086",1
"R150093",3
"R150095",2
"R150106",5
"R150123",6
"R150152",2
"R150519",2
"R150522",6
"R150525",3
"R150566",8
"R150579",1
"R150585",1
"R150624",1
"R150973",2
"R150984",6
"R151011",3
"R151027",2
"R151035",1
"R151040",6
"R151046",1
"R151053",3
"R151169",6
"R151188",2
"R151202",3
"R151279",1
"R151293",5
"R151326",2
"R151369",4
"R151387",2
"R151407",1
"R151525",4
"R151543",6
"R151555",2
"R152525",3
"R152538",2
"R152544",3
"R152549",3
"R152559",5
"R152570",2
"R152590",1
"R152598",1
"R152647",1
"R153068",2
"R153077",2
"R153086",1
"R153102",4
"R153217",2
"R153232",6
"R153418",1
"R153915",2
"R153924",6
"R153928",1
"R154007",4
"R154029",3
"R154078",2
"R154138",9
"R154378",2
"R154393",3
"R154423",3
"R154445",3
"R154453",4
"R154455",7
"R154517",2
"R154522",1
"R154546",1
"R155052",3
"R155065",2
"R155206",3
"R155296",1
"R155649",2
"R155665",3
"R155703",3
"R155780",2
"R155816",1
"R156094",3
"R156112",2
"R156141",3
"R156230",2
"R156258",4
"R156293",1
"R156308",1
"R156309",2
"R156404",2
"R156511",3
"R156526",1
"R156544",2
"R156563",3
"R156595",4
"R156605",3
"R156673",2
"R156699",1
"R156789",5
"R157401",2
"R157437",6
"R157467",18
"R157501",5
"R157562",1
"R157566",3
"R157568",4
"R157655",2
"R157656",1
"R157674",1
"R157683",1
"R158095",5
"R158115",2
"R158131",1
"R158151",1
"R158201",4
"R158272",3
"R158289",2
"R158334",8
"R158515",1
"R158585",3
"R158608",2
"R158633",3
"R158634",3
"R158690",4
"R158709",2
"R158726",5
"R158848",2
"R158860",3
"R158873",2
"R158895",3
"R159150",3
"R159159",2
"R159199",2
"R159276",1
"R159277",3
"R159280",4
"R159328",1
"R159361",2
"R159505",6
"R159699",2
"R159745",3
"R159776",5
"R159847",8
"R159862",1
"R159891",3
"R159892",3
"R160123",1
"R160130",1
"R160756",1
"R160797",1
"R160809",6
"R160824",2
"R160855",1
"R160862",3
"R160863",4
"R160957",1
"R160967",2
"R161067",2
"R161102",3
"R161109",6
"R161117",1
"R161145",2
"R161164",4
"R161166",3
"R161253",2
"R161279",5
"R161606",3
"R161629",2
"R161640",1
"R161646",3
"R161691",6
"R161697",2
"R161714",1
"R162209",3
"R162228",2
"R162249",3
"R162287",3
"R162297",6
"R162323",1
"R162342",2
"R162444",1
"R162533",1
"R162609",2
"R162631",3
"R162675",4
"R162703",1
"R162710",2
"R162718",3
"R162737",1
"R162748",3
"R162752",2
"R162992",2
"R163004",1
"R163021",6
"R163057",2
"R163069",6
"R163070",1
"R163114",4
"R163123",3
"R163124",2
"R163191",2
"R163233",1
"R163425",2
"R163456",1
"R163457",3
"R163487",4
"R163509",3
"R163510",6
"R163530",3
"R163538",1
"R163539",1
"R163586",1
"R163603",2
"R163614",3
"R163658",1
"R163659",3
"R163664",3
"R163681",10
"R163748",1
"R163762",2
"R163842",4
"R163903",6
"R163905",8
"R163906",6
"R163919",2
"R163931",2
"R163938",6
"R163948",6
"R163964",2
"R163974",3
"R164015",2
"R164020",3
"R164081",2
"R164087",1
"R164244",2
"R164267",6
"R164324",1
"R164653",4
"R164671",2
"R164676",12
"R164698",2
"R164727",8
"R164751",4
"R164752",6
"R164793",11
"R164982",6
"R165025",3
"R165030",2
"R165031",4
"R165078",3
"R165080",2
"R165087",6
"R165090",1
"R165093",2
"R165112",6
"R165127",4
"R165131",3
"R165139",2
"R165142",8
"R165159",3
"R165176",1
"R165179",1
"R165193",1
"R165228",1
"R165241",3
"R165273",1
"R165277",3
"R165280",2
"R165282",7
"R165283",1
"R165336",3
"R165353",2
"R165380",3
"R165383",1
"R165405",3
"R165408",4
"R165411",1
"R165422",6
"R165427",2
"R165431",3
"R165437",1
"R165454",3
"R165474",1
"R165483",1
"R165504",4
"R165525",2
"R165529",3
"R165538",2
"R165542",1
"R165549",3
"R165557",2
"R165564",2
"R165565",9
"R165570",7
"R165571",1
"R165574",3
"R165591",2
"R165600",4
"R165604",3
"R165606",9
"R165639",1
"R165642",3
"R165643",2
"R165651",1
"R165663",3
"R165678",1
"R165732",1
"R165760",1
"R165814",2
"R165840",3
"R165875",3
"R165884",1
"R165915",2
"R165971",3
"R165984",2
"R165990",1
"R166033",3
"R166040",2
"R166052",6
"R166059",1
"R166139",2
"R166142",2
"R166167",6
"R166182",2
"R166196",2
"R166201",3
"R166229",3
"R166257",4
"R166281",9
"R166348",6
"R166376",2
"R166441",4
"R166453",1
"R166513",2
"R166639",4
"R166645",2
"R166648",3
"R166662",3
"R166671",1
"R166679",2
"R166693",1
"R166695",3
"R166714",4
"R166719",3
"R166730",5
"R166736",1
"R166738",1
"R166899",2
"R166906",1
"R166947",3
"R166999",3
"R167000",3
"R167002",9
"R167018",1
"R167024",1
"R167130",1
"R167132",1
"R167136",3
"R167153",2
"R167176",3
"R167318",3
"R167332",2
"R167350",3
"R167396",3
"R167435",1
"R167439",12
"R167441",1
"R167462",1
"R167701",2
"R167728",3
"R167759",1
"R167811",2
"R167816",3
"R167832",6
"R167834",3
"R167835",4
"R167840",1
"R167892",3
"R167903",2
"R167914",3
"R167925",1
"R167930",1
"R167972",3
"R167979",3
"R168006",1
"R168027",5
"R168037",3
"R168057",1
"R168088",2
"R168116",2
"R168124",1
"R168132",3
"R168133",1
"R168169",1
"R168201",10
"R168252",1
"R168291",3
"R169393",3
"R169414",2
"R169417",2
"R169434",6
"R169472",1
"R169492",3
"R169502",1
"R169523",6
"R169537",6
"R169592",4
"R169616",12
"R169617",3
"R169641",2
"R169642",2
"R169665",2
"R169707",4
"R169709",6
"R169713",3
"R169796",6
"R169799",4
"R169806",4
"R169856",3
"R169859",2
"R169980",2
"R169983",6
"R170022",6
"R170053",1
"R170100",3
"R170192",3
"R170279",1
"R170294",3
"R170310",1
"R170383",1
"R170461",3
"R170481",1
"R170485",2
"R170490",6
"R170501",2
"R170518",1
"R170530",2
"R170533",4
"R170549",3
"R170621",3
"R170643",3
"R170661",1
"R170716",2
"R170778",2
"R170794",3
"R170830",3
"R170834",1
"R170866",3
"R170882",4
"R170922",3
"R170958",7
"R171025",1
"R171131",3
"R171146",2
"R171161",3
"R171205",4
"R171249",1
"R171274",3
"R171289",1
"R171335",3
"R171386",2
"R171839",2
"R171868",2
"R171871",1
"R171891",12
"R171904",8
"R171926",11
"R171933",1
"R171934",2
"R171955",6
"R171958",2
"R171959",2
"R171962",3
"R171972",1
"R171989",3
"R172003",4
"R172055",2
"R172169",2
"R172181",6
"R172233",4
"R172254",1
"R172305",3
"R172322",9
"R172345",3
"R173135",3
"R173149",2
"R173177",9
"R173228",6
"R173237",2
"R173250",2
"R173279",2
"R173306",3
"R173307",3
"R173309",1
"R173311",1
"R173312",2
"R173337",4
"R173362",1
"R173366",3
"R173367",5
"R173368",1
"R173405",3
"R173445",3
"R173559",2
"R173800",6
"R173808",6
"R173838",8
"R173843",6
"R173874",3
"R173880",2
"R173885",3
"R174146",3
"R174156",2
"R174171",4
"R174174",6
"R174177",9
"R174234",2
"R174269",4
"R174285",9
"R174289",2
"R174294",15
"R174304",3
"R174316",9
"R174324",6
"R174339",5
"R174341",3
"R174351",2
"R174370",4
"R174384",15
"R174387",3
"R174391",2
"R174406",4
"R174412",2
"R174413",2
"R174426",6
"R174440",15
"R174456",1
"R174472",6
"R174482",2
"R174488",30
"R174490",2
"R174496",4
"R174507",4
"R174523",12
"R174527",6
"R174537",4
"R174540",2
"R174562",19
"R174564",3
"R174620",14
"R174630",3
"R174653",9
"R174670",2
"R174672",1
"R174688",3
"R174729",3
"R174787",1
"R174835",4
"R174846",3
"R174866",4
"R174874",3
"R174877",2
"R174881",4
"R174895",3
"R174944",14
"R174979",1
"R175084",2
"R175422",2
"R175454",2
"R175472",12
"R175473",4
"R175520",4
"R175564",17
"R175567",2
"R175597",2
"R175603",3
"R175610",6
"R175655",3
"R175663",4
"R175683",2
"R175694",2
"R175701",1
"R175774",1
"R176264",12
"R176272",4
"R176293",6
"R176340",8
"R176369",2
"R176461",6
"R176495",10
"R177362",2
"R177407",6
"R177436",5
"R177466",3
"R177475",4
"R177497",1
"R177562",1
"R177681",2
"R177843",3
"R177854",2
"R177937",1
"R177938",3
"R177989",2
"R178009",6
"R178042",3
"R178065",1
"R178136",4
"R178138",3
"R178196",3
"R178206",9
"R178216",6
"R178243",3
"R178246",2
"R178262",6
"R178265",12
"R178283",9
"R178313",13
"R178319",4
"R178320",2
"R178386",2
"R178404",4
"R178414",3
"R178454",4
"R178528",3
"R178536",5
"R178564",3
"R178594",1
"R178759",1
"R178776",2
"R178813",2
"R178817",6
"R178874",4
"R179001",1
"R179027",2
"R179049",3
"R179070",1
"R179111",1
"R179130",1
"R179141",2
"R179457",3
"R179471",4
"R179493",6
"R179525",4
"R179684",5
"R179700",2
"R179708",3
"R180142",6
"R180148",2
"R180167",3
"R180236",5
"R180255",4
"R180330",3
"R180358",1
"R181664",2
"R181668",3
"R181739",3
"R181773",2
"R181801",2
"R181807",4
"R181811",1
"R181820",1
"R181823",4
"R181878",3
"R181885",1
"R181895",2
"R181898",1
"R181986",2
"R182564",2
"R182609",1
"R183686",6
"R183700",2
"R183726",1
"R183818",5
"R183820",3
"R183848",9
"R183880",3
"R184554",2
"R184580",6
"R184586",2
"R184602",8
"R184669",2
"R184673",1
"R184709",1
"R184723",1
"R184728",2
"R185006",4
"R185038",12
"R185079",14
"R185088",2
"R185119",6
"R185138",4
"R185246",1
"R185322",1
"R185560",2
"R185790",1
"R185798",1
"R185900",1
"R186183",3
"R186230",6
"R186249",2
"R186315",6
"R186326",2
"R186341",2
"R186346",2
"R186352",3
"R186425",2
"R186430",4
"R186487",6
"R186498",2
"R186507",1
"R186555",5
"R186597",2
"R186599",3
"R186671",1
"R187035",1
"R187149",1
"R187268",1
"R187284",2
"R187444",3
"R187467",2
"R187507",3
"R187509",3
"R187553",4
"R187694",5
"R187698",1
"R187741",1
"R187795",2
"R188202",3
"R188255",2
"R188272",3
"R188463",1
"R188476",4
"R188493",9
"R188498",1
"R188532",4
"R188555",3
"R188586",4
"R188629",1
"R188750",3
"R188805",2
"R188846",3
"R188863",2
"R188960",1
"R189076",1
"R189800",6
"R189803",2
"R189964",1
"R190039",6
"R190066",2
"R190080",3
"R190103",2
"R190121",3
"R190165",2
"R190187",6
"R190261",1
"R190272",8
"R190371",3
"R190426",3
"R190443",1
"R190476",3
"R190492",2
"R236263",4
"R236266",6
"R236283",3
"R236284",3
"R236314",6
"R236317",3
"R236339",4
"R236381",2
"R236383",4
"R236385",2
"R236401",1
"R236435",3
"R236441",4
"R236443",4
"R236475",7
"R236488",3
"R236504",1
"R236510",4
"R236534",2
"R236564",3
"R236565",2
"R236573",2
"R236598",3
"R236631",3
"R236636",6
"R236654",1
"R236681",4
"R236718",4
"R236726",5
"R236729",9
"R236730",9
"R236736",4
"R236791",2
"R236793",2
"R236795",8
"R236812",5
"R236814",1
"R236829",8
"R236871",2
"R236872",3
"R236895",1
"R236912",4
"R236932",3
"R236937",3
"R236957",1
"R236959",4
"R236977",4
"R236979",7
"R236990",3
"R236999",3
"R237032",4
"R237034",4
"R237045",2
"R237088",3
"R237103",2
"R237104",2
"R237105",3
"R237145",7
"R237148",3
"R237154",7
"R237156",6
"R237167",4
"R237187",1
"R237205",8
"R237217",3
"R237330",4
"R237336",8
"R237343",3
"R237348",2
"R237405",6
"R237407",11
"R237408",12
"R237411",3
"R237421",9
"R237440",15
"R237445",6
"R237469",2
"R237470",2
"R237472",14
"R237498",37
"R237501",4
"R237525",10
"R237538",1
"R237561",19
"R237562",3
"R237574",12
"R237581",5
"R237603",7
"R237617",6
"R237619",3
"R237622",2
"R237625",2
"R237675",2
"R237682",3
"R237684",4
"R237687",4
"R237699",4
"R237716",2
"R237729",1
"R237743",4
"R237765",10
"R237766",8
"R237775",9
"R237810",19
"R237811",1
"R237821",19
"R237834",9
"R237848",4
"R237880",4
"R237893",3
"R237906",30
"R237938",3
"R237950",6
"R237953",6
"R237963",3
"R237965",20
"R237985",3
"R238034",8
"R238072",21
"R238101",8
"R238102",8
"R238110",9
"R238141",20
"R238167",12
"R238172",8
"R238174",8
"R238200",7
"R238210",10
"R238214",12
"R238245",2
"R238248",2
"R238282",8
"R238304",1
"R238307",29
"R238325",2
"R238327",14
"R238329",4
"R238333",12
"R238343",5
"R238359",1
"R238402",6
"R238406",3
"R238444",1
"R238450",4
"R238489",4
"R238494",8
"R238508",4
"R238509",12
"R238523",12
"R238575",3
"R238610",33
"R238612",1
"R238623",9
"R238655",2
"R238658",3
"R238696",1
"R238707",13
"R238773",1
"R238801",6
"R238802",12
"R238812",17
"R238816",16
"R238829",5
"R238852",1
"R238885",3
"R238886",4
"R238887",4
"R238910",2
"R238915",5
"R238920",6
"R238925",26
"R238959",4
"R238961",3
"R238993",14
"R238996",13
"R239030",3
"R239042",6
"R239055",1
"R239060",1
"R239096",3
"R239135",7
"R239166",6
"R239169",6
"R239170",15
"R239185",20
"R239214",6
"R239216",2
"R239238",6
"R239239",2
"R239245",3
"R239273",3
"R239277",10
"R239279",6
"R239289",6
"R239302",2
"R239304",2
"R239307",4
"R239326",4
"R239349",3
"R239356",1
"R239407",7
"R239437",6
"R239445",4
"R239451",1
"R239494",2
"R239495",4
"R239498",3
"R239501",4
"R239525",2
"R239562",2
"R239565",2
"R239582",3
"R239588",1
"R239605",8
"R239618",1
"R239628",3
"R239630",6
"R239639",1
"R239699",2
"R239741",7
"R239752",3
"R239776",2
"R239779",4
"R239780",6
"R239782",5
"R239783",4
"R239806",8
"R239850",6
"R239853",6
"R239880",8
"R239925",3
"R239949",8
"R239973",4
"R239975",3
"R239990",2
"R239994",3
"R239996",4
"R240022",1
"R240041",8
"R240066",4
"R240067",9
"R240207",8
"R240209",6
"R240255",2
"R240259",2
"R240272",8
"R240274",4
"R240323",14
"R240340",2
"R240379",14
"R240384",6
"R240386",10
"R240413",1
"R240443",4
"R240446",4
"R240463",5
"R240483",2
"R240508",8
"R240515",5
"R240518",2
"R240556",4
"R240582",8
"R240591",6
"R240632",5
"R240648",3
"R240670",9
"R240674",6
"R240680",2
"R240695",3
"R240701",10
"R240742",20
"R240745",20
"R240746",6
"R240771",10
"R240772",15
"R240784",6
"R240788",11
"R240809",30
"R240827",3
"R240868",2
"R240873",22
"R240892",30
"R240898",8
"R240917",1
"R240923",6
"R240935",6
"R240938",6
"R240956",12
"R240964",49
"R240982",19
"R240990",3
"R241009",3
"R241010",9
"R241012",4
"R241029",3
"R241036",7
"R241039",4
"R241043",10
"R241059",3
"R241079",2
"R241083",4
"R241105",3
"R241111",12
"R241119",8
"R241157",4
"R241162",9
"R241167",7
"R241206",2
"R241231",6
"R241233",1
"R241247",3
"R241266",1
"R241267",1
"R241269",12
"R241290",4
"R241293",2
"R241304",3
"R241345",6
"R241350",7
"R241351",10
"R241356",4
"R241357",3
"R241363",4
"R241385",11
"R241398",2
"R241400",3
"R241412",1
"R241419",4
"R241432",15
"R241446",2
"R241496",1
"R241542",6
"R241546",6
"R241555",7
"R241623",9
"R241627",16
"R241637",3
"R241642",9
"R241645",9
"R241648",12
"R241656",8
"R241670",41
"R241701",4
"R241703",21
"R241706",5
"R241710",4
"R241715",4
"R241717",18
"R241731",8
"R241738",13
"R241772",2
"R241776",2
"R241777",6
"R241810",6
"R241813",22
"R241843",6
"R241846",12
"R241850",4
"R241862",3
"R241873",7
"R241888",4
"R241902",4
"R241907",6
"R241908",5
"R241921",9
"R241935",8
"R241938",4
"R241943",6
"R241947",14
"R241973",8
"R241976",8
"R241977",4
"R241978",6
"R242002",6
"R242025",2
"R242044",4
"R242061",9
"R242063",7
"R242065",8
"R242077",2
"R242080",4
"R242091",1
"R242106",14
"R242134",6
"R242142",2
"R242165",4
"R242166",1
"R242174",7
"R242179",4
"R242194",1
"R242209",9
"R242212",1
"R242227",15
"R242231",7
"R242237",4
"R242280",6
"R242281",7
"R242282",8
"R242330",4
"R242340",4
"R242344",9
"R242358",3
"R242370",2
"R242374",40
"R242376",8
"R242396",1
"R242412",2
"R242416",3
"R242419",1
"R242429",9
"R242434",4
"R242436",2
"R242439",1
"R242458",1
"R242491",4
"R242493",2
"R242518",1
"R242521",12
"R242563",2
"R242598",3
"R242625",7
"R242629",2
"R242643",2
"R242654",4
"R242658",3
"R242679",3
"R242684",1
"R242695",16
"R242732",6
"R242737",6
"R242738",8
"R242740",4
"R242766",4
"R242777",7
"R242805",12
"R242807",7
"R242814",3
"R242827",7
"R242831",8
"R242838",14
"R242862",6
"R242873",8
"R242874",9
"R242875",21
"R242911",4
"R242917",27
"R242960",2
"R242963",4
"R242969",18
"R242978",4
"R242981",14
"R242982",12
"R242983",2
"R242988",5
"R243026",8
"R243037",1
"R243074",5
"R243098",9
"R243100",16
"R243102",2
"R243109",2
"R243115",9
"R243124",1
"R243144",7
"R243159",2
"R243162",6
"R243165",2
"R243182",1
"R243186",4
"R243190",10
"R243200",3
"R243233",3
"R243236",2
"R243239",8
"R243250",2
"R243257",1
"R243331",1
"R243340",5
"R243372",11
"R243392",1
"R243422",2
"R243423",2
"R243438",5
"R243445",1
"R243490",3
"R243491",4
"R243492",2
"R243527",7
"R243528",2
"R243567",2
"R243568",2
"R243570",6
"R243593",1
"R243601",7
"R243611",3
"R243628",2
"R243635",3
"R243652",3
"R243675",2
"R243699",4
"R243716",1
"R243735",4
"R243736",4
"R243742",4
"R243790",7
"R243795",2
"R243800",6
"R243802",4
"R243803",3
"R243809",4
"R243815",6
"R243827",12
"R243831",9
"R243835",3
"R243865",4
"R243868",3
"R243869",6
"R243888",9
"R243889",2
"R243900",6
"R243903",6
"R243936",4
"R243937",4
"R243951",1
"R243958",16
"R243989",2
"R243992",7
"R243999",3
"R244037",6
"R244040",2
"R244055",1
"R244160",12
"R244163",6
"R244198",4
"R244216",6
"R244232",3
"R244249",5
"R244255",4
"R244272",17
"R244276",8
"R244290",3
"R244315",1
"R244326",4
"R244339",3
"R244347",3
"R244352",2
"R244353",11
"R244368",4
"R244394",9
"R244396",2
"R244405",9
"R244425",7
"R244445",1
"R244468",1
"R244471",3
"R244481",9
"R244483",8
"R244503",7
"R244544",2
"R244546",2
"R244560",4
"R244579",1
"R244593",3
"R244629",2
"R244630",2
"R244694",4
"R244701",1
"R244716",4
"R244724",2
"R244732",1
"R244737",4
"R244755",6
"R244771",2
"R244792",1
"R244810",6
"R244833",1
"R244851",4
"R244860",4
"R244879",3
"R244919",2
"R244921",2
"R244928",7
"R244931",4
"R244939",2
"R244943",1
"R244955",15
"R244972",7
"R244994",10
"R244995",8
"R244996",9
"R244997",6
"R245003",4
"R245009",3
"R245015",1
"R245053",15
"R245065",4
"R245069",7
"R245089",11
"R245093",2
"R245108",25
"R245141",3
"R245142",7
"R245144",8
"R245145",6
"R245155",5
"R245167",7
"R245191",1
"R245199",1
"R245201",6
"R245232",2
"R245250",9
"R245251",2
"R245263",2
"R245269",18
"R245275",1
"R245276",7
"R245279",3
"R245324",3
"R245327",4
"R245330",8
"R245334",2
"R245344",5
"R245407",4
"R245410",5
"R245411",9
"R245419",5
"R245428",2
"R245429",7
"R245448",1
"R245460",6
"R245491",8
"R245510",3
"R245626",8
"R245634",1
"R245636",4
"R245650",9
"R245677",2
"R245689",3
"R245696",6
"R245702",8
"R245704",6
"R245721",2
"R245740",3
"R245746",12
"R245770",4
"R245781",2
"R245812",2
"R245823",3
"R245833",1
"R245856",4
"R245860",2
"R245878",4
"R245881",14
"R245915",6
"R245918",8
"R245923",2
"R245946",4
"R245956",5
"R245975",8
"R245999",3
"R246001",6
"R246010",2
"R246012",3
"R246036",8
"R246042",4
"R246073",6
"R246088",17
"R246093",2
"R246094",2
"R246104",4
"R246131",1
"R246133",12
"R246158",1
"R246179",10
"R246181",10
"R246187",8
"R246203",3
"R246214",7
"R246217",1
"R246234",6
"R246243",12
"R246285",21
"R246294",5
"R246303",16
"R246309",12
"R246325",2
"R246327",2
"R246348",1
"R246353",2
"R246387",16
"R246389",10
"R246399",12
"R246406",12
"R246424",2
"R246449",4
"R246450",6
"R246474",2
"R246475",2
"R246502",1
"R246503",9
"R246506",11
"R246521",6
"R246536",2
"R246540",2
"R246548",39
"R246562",11
"R246568",2
"R246627",4
"R246645",7
"R246652",8
"R246664",3
"R246676",1
"R246697",3
"R246753",4
"R246755",4
"R246772",4
"R246779",2
"R246793",6
"R246812",7
"R246818",8
"R246840",9
"R246844",6
"R246872",9
"R246886",2
"R246888",12
"R246891",4
"R246909",6
"R246920",9
"R246922",9
"R246928",6
"R246947",3
"R246999",7
"R247023",2
"R247056",2
"R247058",1
"R247061",16
"R247067",3
"R247088",4
"R247143",1
"R247144",6
"R247146",4
"R247173",1
"R247184",10
"R247227",16
"R247231",15
"R247234",3
"R247246",3
"R247247",28
"R247275",2
"R247298",2
"R247313",1
"R247314",3
"R247316",15
"R247330",56
"R247365",1
"R247384",4
"R247385",18
"R247411",7
"R247428",3
"R247457",4
"R247459",24
"R247461",2
"R247471",3
"R247506",5
"R247542",4
"R247544",2
"R247546",2
"R247556",4
"R247557",1
"R247565",10
"R247606",6
"R247607",4
"R247608",6
"R247649",3
"R247708",3
"R247717",7
"R247743",8
"R247745",10
"R247754",4
"R247758",3
"R247785",1
"R247859",4
"R247863",1
"R247909",10
"R247911",8
"R247981",6
"R247983",2
"R247985",12
"R247987",8
"R247993",3
"R248020",3
"R248022",7
"R248023",27
"R248038",4
"R248039",4
"R248041",8
"R248046",4
"R248060",11
"R248063",7
"R248084",5
"R248086",1
"R248108",20
"R248109",2
"R248112",12
"R248138",1
"R248148",8
"R248158",14
"R248160",2
"R248207",4
"R248210",6
"R248230",6
"R248235",2
"R248248",2
"R248258",6
"R248280",8
"R248283",8
"R248298",3
"R248300",4
"R248305",14
"R248341",12
"R248345",8
"R248348",8
"R248368",27
"R248369",9
"R248370",4
"R248431",4
"R248441",15
"R248442",4
"R248452",6
"R248476",1
"R248482",44
"R248489",18
"R248492",4
"R248509",32
"R248548",4
"R248557",6
"R248565",8
"R248567",3
"R248574",2
"R248579",7
"R248600",3
"R248625",4
"R248627",5
"R248630",3
"R248655",19
"R248663",4
"R248666",18
"R248699",8
"R248702",8
"R248706",20
"R248723",3
"R248725",8
"R248729",7
"R248766",8
"R248776",6
"R248781",1
"R248797",20
"R248801",5
"R248867",12
"R248871",8
"R248883",1
"R248891",4
"R248940",1
"R248995",10
"R248999",10
"R249009",15
"R249019",3
"R249022",12
"R249063",6
"R249064",4
"R249081",21
"R249095",8
"R249103",3
"R249121",12
"R249154",10
"R249167",25
"R249193",26
"R249214",8
"R249228",21
"R249245",18
"R249251",28
"R249279",3
"R249281",1
"R249299",8
"R249300",8
"R249310",40
"R249327",1
"R249329",25
"R249377",8
"R249389",3
"R249403",8
"R249421",9
"R249452",3
"R249485",15
"R249486",2
"R249488",2
"R249509",4
"R249519",8
"R249555",9
"R249558",13
"R249576",7
"R249591",5
"R249597",3
"R249616",12
"R249685",12
"R249689",6
"R249700",5
"R249702",3
"R249724",6
"R249772",6
"R249787",8
"R249795",2
"R249802",1
"R249808",21
"R249855",9
"R249859",6
"R249860",4
"R249889",7
"R249890",20
"R249891",3
"R249923",3
"R249929",4
"R249930",4
"R249958",5
"R249960",9
"R249963",17
"R250015",2
"R250018",2
"R250042",12
"R250050",13
"R250061",1
"R250089",2
"R250090",4
"R250095",18
"R250106",4
"R250117",1
"R250118",7
"R250119",2
"R250155",10
"R250158",15
"R250160",9
