"Lat","n"
46.0912017,1
46.0955182,1
46.0996,1
46.11357,1
46.114956,1
46.115024,1
46.1173,1
46.119167,1
46.1206,1
46.126,1
46.128801,1
46.129,1
46.129552,1
46.130658,1
46.13473,1
46.135489,1
46.135704,1
46.136631,1
46.1385,1
46.139746,1
46.1432,1
46.143404,1
46.143555,1
46.145279,6
46.145378,1
46.148549,1
46.149848,1
46.153594,1
46.1551666,1
46.157416,1
46.15911,1
46.159154,1
46.159179,1
46.159333,1
46.160364,1
46.161133,1
46.161851,1
46.16395,1
46.17093,1
46.171111,1
46.1723975,1
46.1724,1
46.183924,1
46.186111,1
46.187735,1
46.190602,1
46.193,1
46.193889,1
46.194079,1
46.1958,1
46.197441,1
46.19797,1
46.198855,1
46.201332,1
46.201359,1
46.2021835,1
46.20285,1
46.2039536,1
46.2041955,2
46.20423,1
46.2044,1
46.2049615,1
46.20525,1
46.20537,1
46.20681,1
46.2071961,1
46.208717,1
46.2088,1
46.209707,1
46.211409,1
46.21299,1
46.213966,1
46.21503,1
46.215818,1
46.215865,1
46.21686,1
46.21864,1
46.218889,1
46.21976,1
46.21983,1
46.22,1
46.220183,1
46.2247,1
46.2258,1
46.2272,1
46.2282667,3
46.230188,1
46.2303175,1
46.23128,1
46.2328,1
46.233056,1
46.233224,1
46.2332247,1
46.23335,1
46.233353,1
46.234,1
46.234923,1
46.235083,1
46.235158,1
46.2353193,1
46.23562,4
46.23833,1
46.239417,1
46.24087,1
46.241167,1
46.244542,1
46.245686,1
46.245928,1
46.246703,1
46.246892,1
46.246944,1
46.247723,1
46.247752,1
46.251389,1
46.253111,1
46.253889,1
46.2549,1
46.2552047,1
46.256441,1
46.258446,1
46.259421,1
46.261183,1
46.26179,1
46.261892,1
46.264277,1
46.264849,1
46.265167,1
46.2655,1
46.267,1
46.2675,4
46.269289,1
46.269722,1
46.273768,1
46.2738,1
46.275091,1
46.275718,1
46.276496,1
46.276668,1
46.278208,1
46.27901,1
46.279421,1
46.27946,1
46.280876,1
46.28146,1
46.281944,1
46.282778,1
46.282815,1
46.28307,1
46.2833,1
46.283611,1
46.284274,1
46.284793,1
46.2856,1
46.28569,3
46.285833,1
46.2863843,1
46.286398,1
46.2866,1
46.2879,1
46.2882,1
46.28832348,1
46.28995,1
46.290143,1
46.290357,4
46.290465,1
46.2911715,1
46.291242,2
46.2912425,1
46.293554,1
46.2945,1
46.29467,1
46.2963,1
46.296608,1
46.297729,1
46.299,1
46.3,2
46.3003,1
46.300556,1
46.301389,1
46.3017,1
46.303083,1
46.30355,1
46.305519,1
46.305555,1
46.305646,1
46.313564,1
46.3136608,1
46.315991,1
46.316267,1
46.31696,1
46.3173473,1
46.319843,1
46.319848,1
46.32152564,1
46.322845,1
46.323067,1
46.323167,1
46.32384,2
46.3244,1
46.325379,1
46.327222,1
46.327501,1
46.32754,1
46.329,1
46.330073,1
46.3301,3
46.330596,1
46.3339,1
46.33425,1
46.334954,1
46.335231,1
46.336761,2
46.3375,1
46.339336,1
46.339831,1
46.341556,1
46.343492,1
46.343557,1
46.3446,1
46.345,1
46.34637,1
46.3466278,1
46.346803,1
46.347144,1
46.348333,1
46.348815,1
46.348853,1
46.349122,2
46.35,1
46.35334,1
46.3543,1
46.355555,1
46.35576,1
46.356134,1
46.3589567,1
46.359518,1
46.3595189,1
46.360815,1
46.36091,1
46.362975,1
46.3632,1
46.363611,1
46.3638487,1
46.3646,1
46.365446,1
46.366083,1
46.366793,1
46.371399,1
46.3725,1
46.374167,1
46.374375,1
46.375346,1
46.37539687,1
46.3757385,1
46.37642,1
46.376895,1
46.3783404,1
46.378664,1
46.381068,1
46.381206,1
46.381621,1
46.381659,1
46.3833333,1
46.383474,2
46.3835,1
46.388665,1
46.38913,1
46.390098,1
46.3909,1
46.391807,1
46.3928481,1
46.39311,1
46.39806,1
46.398347,1
46.40005,1
46.40029,1
46.40605,1
46.407451,2
46.41161,1
46.41172,1
46.4125,1
46.414629,1
46.4147,1
46.415605,1
46.415822,1
46.41587,1
46.417818,1
46.41836,1
46.4186802,1
46.41922,1
46.419341,1
46.420111,1
46.421149,1
46.421395,1
46.42177,2
46.423173,1
46.424839,1
46.427493,1
46.4293,1
46.42931,1
46.429316,1
46.43304,1
46.433228,2
46.433257,1
46.4337091,1
46.43531,1
46.435915,1
46.436389,1
46.438908,1
46.439033,1
46.44208,1
46.4429528,1
46.444897,1
46.445252,2
46.4459861,1
46.447606,1
46.447743,2
46.4484,1
46.44952,1
46.45,2
46.450009,1
46.4504762,1
46.451286,1
46.452,1
46.45226,1
46.452604,2
46.454978,1
46.455028,1
46.456249,1
46.4595958,1
46.4633,1
46.465,1
46.465057,1
46.46658,1
46.466667,1
46.471493,1
46.47291,1
46.473082,1
46.474521,1
46.476178,1
46.476948,1
46.477438,2
46.479048,2
46.4804646,1
46.481327,1
46.48191,1
46.484406,1
46.486481,1
46.487294,1
46.4958,1
46.497827,1
46.498916,1
46.500249,1
46.502326,1
46.503483,1
46.5046,1
46.507222,1
46.509287,1
46.511821,2
46.513598,1
46.5136939,1
46.5141969,1
46.515027,1
46.51666667,1
46.519919,1
46.521111,1
46.521449,1
46.521944,1
46.5224558,1
46.524934,1
46.5252444,1
46.5285477,1
46.528958,1
46.531486,3
46.5319167,1
46.53235,1
46.533054,1
46.5351123,1
46.535514,1
46.536405,1
46.5366893,1
46.537356,1
46.537572,1
46.5381994,1
46.53861,1
46.540947,1
46.5411599,1
46.541304,1
46.541311,1
46.541513,1
46.541849,1
46.542305,1
46.542702,1
46.542756,1
46.54301,1
46.545527,1
46.54608,1
46.5466,1
46.549392,1
46.5493926,1
46.55141,1
46.551835,1
46.553,1
46.5543517,2
46.55524,1
46.5586,1
46.558681,1
46.5598391,1
46.560281,2
46.560519,1
46.5612122,1
46.5642782,1
46.56485,1
46.5652,1
46.565313,1
46.56569,1
46.565766,1
46.566352,1
46.568922,1
46.570939,1
46.571437,1
46.57458,1
46.576111,1
46.5771,1
46.57949,1
46.579495,1
46.579808,1
46.5801799,1
46.581111,1
46.5842,1
46.5851,1
46.58543,1
46.586193,1
46.586664,1
46.588343,1
46.590216,1
46.591669,1
46.592472,1
46.5928,2
46.593526,1
46.59412,1
46.5944154,1
46.594456,1
46.595,1
46.595569,1
46.596097,1
46.600862,1
46.603074,1
46.603741,1
46.604232,1
46.605833,1
46.605962,1
46.606587,1
46.609294,1
46.609667,1
46.6097259,1
46.609778,1
46.6098601,1
46.609983,1
46.610747,1
46.6114,1
46.6125,1
46.6125008,1
46.613017,1
46.613305,1
46.6143468,1
46.614569,1
46.614991,1
46.6154,1
46.6167801,1
46.6171679,1
46.617254,1
46.617722,1
46.618532,1
46.618611,1
46.623125,1
46.623641,1
46.624141,1
46.624298,2
46.6243643,1
46.62438,1
46.624648,1
46.624681,1
46.6253,1
46.625408,1
46.62569,1
46.629132,1
46.631316,1
46.631722,1
46.6325,1
46.633331,1
46.635478,1
46.63663,1
46.637444,1
46.637879,1
46.637927,3
46.6379277,3
46.638459,2
46.638607,2
46.6386076,1
46.638781,1
46.638914,1
46.639028,1
46.639335,1
46.639656,1
46.639909,1
46.641051,1
46.6411,2
46.64235,1
46.642611,1
46.642835,1
46.64351,1
46.6436167,1
46.644333,1
46.645917,1
46.64848,1
46.648744,1
46.64968,1
46.6513,1
46.651944,1
46.652677,1
46.652961,1
46.6537337,1
46.655333,1
46.657527,1
46.660022,1
46.66022,1
46.6604,1
46.66055556,1
46.661667,1
46.66217,1
46.662222,1
46.66227,1
46.662601,1
46.6635304,1
46.663532,1
46.6647,1
46.6647222,1
46.66514,1
46.66583,1
46.666789,1
46.667724,1
46.668085,1
46.668386,1
