"Lat","n"
46.6684323,1
46.669482,1
46.670511,1
46.670924,1
46.6711414,1
46.6725,1
46.674253,1
46.67435,1
46.6768,1
46.67878,1
46.67948,1
46.680556,1
46.6811362,1
46.682955,1
46.6832,1
46.686361,1
46.688167,1
46.691207,1
46.6918066,1
46.692332,2
46.69233215,1
46.69421,1
46.6967512,1
46.6971092,1
46.6971622,3
46.697186,1
46.701237,1
46.708361,1
46.708695,1
46.712873,1
46.71416,1
46.716867,1
46.717956,1
46.718058,1
46.718919,1
46.71902,1
46.72,1
46.720441,1
46.721928,1
46.723694,2
46.724358,1
46.724423,1
46.7256,1
46.72631,1
46.7263321,1
46.729254,1
46.730095,1
46.732965,1
46.7329651,1
46.74059,1
46.74104,1
46.741496,1
46.746157,1
46.75092,1
46.751499,1
46.751937,1
46.7555117,1
46.757211,1
46.757478,1
46.757722,1
46.7582,1
46.7583,1
46.7645225,1
46.7804,1
46.781203,3
46.785119,1
46.7887252,1
46.788825,1
46.790275,1
46.790555,1
46.79133,1
46.796028,1
46.7960289,5
46.796029,2
46.805674,1
46.80888889,1
46.8235,1
46.82576667,1
46.847,1
46.847778,2
46.849579,1
46.85717,1
46.861,1
46.867223,1
46.8689028,1
46.869172,1
46.870278,1
46.883132,2
46.885063,1
46.8955,1
46.89625,2
46.898388,1
46.922222,1
46.926667,2
46.942333,1
46.943017,1
46.946657,1
46.948889,1
46.9513517,1
46.951435,1
46.952067,1
46.953155,1
46.953542,1
46.956806,1
46.95775,1
46.9586227,1
46.9620799,1
46.96526,1
46.965864,1
46.9753717,1
46.975377,1
46.975717,1
46.976391,1
46.978845,1
46.9804833,1
46.989386,1
46.989683,3
46.99221,1
46.9936111,1
46.995854,1
46.99725,1
46.99817,1
46.998176,1
47,1
47.0000699,1
47.0006445,1
47.003397,2
47.0034,1
47.0051251,1
47.01055556,1
47.011702,1
47.0198398,1
47.02574,1
47.032558,2
47.03444,1
47.037389,1
47.042769,1
47.047275,1
47.048977,1
47.05,1
47.0539,1
47.0558555,1
47.05818,1
47.0598657,1
47.06216,1
47.062389,1
47.06304,1
47.063829,1
47.07048,1
47.0708,1
47.071317,1
47.072349,1
47.0731,1
47.073333,1
47.074117,1
47.076995,1
47.077,1
47.084941,1
47.0851,1
47.087142,1
47.089,1
47.08977,1
47.095384,1
47.100289,1
47.105556,1
47.1064402,1
47.1066384,1
47.1066631,1
47.108694,1
47.111944,1
47.113457,1
47.113625,1
47.12,1
47.120096,1
47.120138,1
47.12061,1
47.125812,1
47.128549,1
47.134951,1
47.13735,1
47.1416888,1
47.141739,1
47.1448,1
47.1461,1
47.1481,1
47.155208,1
47.159954,1
47.16238,1
47.1623804,1
47.16387,1
47.165279,1
47.16931,1
47.174812,1
47.17578,1
47.17703,1
47.180093,2
47.180183,1
47.18494,1
47.19541,1
47.215,1
47.2157,1
47.223124,1
47.223275,1
47.232,1
47.232883,1
47.23586,1
47.2423,1
47.2505197,1
47.2537014,1
47.268148,1
47.269389,1
47.271516,1
47.2725,2
47.272907,1
47.273947,1
47.27505,1
47.279608,1
47.2803375,1
47.28113,1
47.2853,1
47.28593,1
47.285996,1
47.286944,1
47.2924632,1
47.2925155,1
47.304906,1
47.313889,1
47.31459,1
47.316475,2
47.319722,1
47.3419696,1
47.3557,1
47.357461,1
47.3595001,1
47.3619,2
47.366056,1
47.36799,1
47.3704588,2
47.3725,1
47.37583,2
47.380556,1
47.384853,1
47.3867863,1
47.3867869,1
47.386792,1
47.392024,1
47.39619,1
47.402523,1
47.407767,1
47.4084698,1
47.4086319,1
47.412733,1
47.413043,1
47.4132,1
47.420078,1
47.4209904,1
47.422,1
47.428583,1
47.4304,1
47.438553,1
47.442347,2
47.442671,1
47.4428749,1
47.4429,5
47.44299,5
47.4437,1
47.445741,1
47.44933,1
47.449857,1
47.452464,1
47.455,1
47.45677,1
47.458037,1
47.458788,1
47.46374,1
47.4642975,1
47.464352,1
47.472396,1
47.4733,1
47.474117,1
47.47784,2
47.478228,1
47.478894,1
47.479153,1
47.481481,1
47.488079,1
47.488611,1
47.502013,1
47.506944,1
47.5085833,1
47.509723,1
47.510991,1
47.5127,1
47.5166018,1
47.517622,1
47.518174,1
47.51823,1
47.520033,2
47.522143,1
47.523056,1
47.52375,1
47.526764,1
47.527,1
47.528837,1
47.529752,1
47.531147,3
47.531244,1
47.538611,1
47.543056,2
47.547,1
47.550899,1
47.5515021,1
47.55571,1
47.557824,1
47.558282,1
47.55994,1
47.560197,1
47.5604893,1
47.566642,1
47.5804938,1
47.594603,1
47.5949633,1
47.601234,1
47.601385,1
47.602867,1
47.6053063,1
47.60554,1
47.6094149,1
47.61799,1
47.6184202,1
47.6184989,1
47.619572,1
47.619763,2
47.62,1
47.6232,1
47.624688,1
47.627891,1
47.630903,1
47.63271,1
47.6381994,1
47.647045,1
47.6470841,1
47.6475075,2
47.661515,1
47.663333,1
47.6635774,1
47.664751,1
47.67,2
47.671073,2
47.672778,1
47.67493,1
47.689607,1
47.69077,1
47.69389,1
47.694769,1
47.697077,12
47.7016,1
47.702114,1
47.7025,1
47.715059,1
47.716684,1
47.718468,1
47.719014,1
47.7243271,1
47.7247,1
47.733115,2
47.734642,1
47.734685,1
47.7367,1
47.7398,1
47.749478,1
47.749674,1
47.75254,1
47.752574,1
47.7560486,1
47.76119,1
47.761482,1
47.762629,1
47.766899,1
47.772495,1
47.777278,1
47.784167,1
47.786782,1
47.803,1
47.805968,1
47.80611,1
47.813056,1
47.8206438,2
47.82423,1
47.83192,1
47.841708,1
47.84691,1
47.84863,1
47.8553554,1
47.855846,1
47.856221,1
47.872472,1
47.87332,1
47.8753006,1
47.8785,1
47.8897368,1
47.889759,1
47.890974,1
47.903247,1
47.9042,1
47.908675,1
47.9086754,1
47.911158,1
47.949202,1
47.94962,2
47.9625,1
47.96639,2
47.972712,1
47.980252,1
47.993717,1
47.99872,1
47.99879,1
48.007286,1
48.008636,1
48.0342,1
48.04114,1
48.052476,1
48.069986,1
48.080026,1
48.08082,1
48.098332,1
48.10516,1
48.10522,1
48.131309,1
48.139208,1
48.166827,1
48.183304,1
48.18814,1
48.188164,1
48.189764,1
48.190251,1
48.19178,1
48.197558,1
48.20153,1
48.2036,1
48.2066,1
48.208917,1
48.211258,1
48.213836,1
48.218557,1
48.2271893,1
48.2274762,1
48.233849,1
48.252008,1
48.255364,1
48.256267,1
48.263333,1
48.264444,1
48.265153,1
48.2661592,1
48.269074,1
48.2690744,1
48.2693469,1
48.269951,1
48.300556,1
48.302778,1
48.30655,2
48.309837,1
48.321301,1
48.341389,1
48.3425,1
48.3439336,1
48.344167,1
48.344556,1
48.3511296,1
48.356626,1
48.3597,1
48.369247,1
48.371484,1
48.376239,1
48.390568,1
48.396268,1
48.397098,1
48.4001,1
48.40873,1
48.42195,2
48.43,1
48.430811,1
48.43573,1
48.440551,1
48.444665,1
48.445494,1
48.448561,1
48.448569,1
48.47472,1
48.482389,1
48.5054,1
48.50942,1
48.546108,1
48.546435,1
48.549455,1
48.55275,2
48.555914,1
48.571,2
48.575468,2
48.5755634,1
48.595566,1
48.610955,1
48.615,1
48.615278,1
48.617078,1
48.61729,1
48.618874,1
48.62497,2
48.62502,1
48.631555,1
48.633056,1
48.63638,1
48.655287,1
48.674894,1
48.679694,1
48.6894566,1
48.693584,1
48.6967487,1
48.71488,1
48.715324,1
48.724019,1
48.729772,1
48.7325656,1
48.735833,1
48.736382,1
48.744377,1
48.7472198,1
48.747478,1
48.74922,1
48.752911,1
48.758464,1
48.7638027,1
48.768889,1
48.770238,2
48.778164,1
48.783097,1
48.789175,1
48.7909078,1
48.807404,1
48.80842,1
48.816716,1
48.8203,1
48.831174,1
48.836845,1
48.84097,1
48.84749,1
48.849167,1
48.8631039,1
48.8632572,1
48.868916,1
48.86916,1
48.874634,2
48.888861,1
48.90684,1
48.9069302,1
48.925106,1
48.938,1
48.9393278,1
48.946297,2
48.9503803,1
48.97,2
49.6995,1
49.904988,1
56.632167,1
96.300556,2
NA,86
